season,daynum,wteamname,wseed,wseed_orig,wteamid,wscore,lteamname,lseed,lseed_org,lteamid,lscore,wloc,numot,point_spread,total_games,round,round_order
1995,138,Kentucky,1,Z01,1246,82,Tulane,9,Z09,1408,60,N,0,22,63,Round of 32,Round of 32
1995,138,Connecticut,2,X02,1163,96,Cincinnati,7,X07,1153,91,N,0,5,63,Round of 32,Round of 32
1995,138,Arizona St,5,Z05,1113,64,Manhattan,13,Z13,1264,54,N,0,10,63,Round of 32,Round of 32
1995,139,Mississippi St,5,X05,1280,78,Utah,4,X04,1428,64,N,0,14,63,Round of 32,Round of 32
1995,139,UCLA,1,X01,1417,75,Missouri,8,X08,1281,74,N,0,1,63,Round of 32,Round of 32
1995,139,Massachusetts,2,W02,1269,75,Stanford,10,W10,1390,53,N,0,22,63,Round of 32,Round of 32
1995,139,Tulsa,6,W06,1409,64,Old Dominion,14,W14,1330,52,N,0,12,63,Round of 32,Round of 32
1995,139,Arkansas,2,Y02,1116,96,Syracuse,7,Y07,1393,94,N,1,2,63,Round of 32,Round of 32
1995,139,Georgetown,6,Z06,1207,53,Weber St,14,Z14,1451,51,N,0,2,63,Round of 32,Round of 32
1995,139,North Carolina,2,Z02,1314,73,Iowa St,7,Z07,1235,51,N,0,22,63,Round of 32,Round of 32
1995,139,Memphis,6,Y06,1272,75,Purdue,3,Y03,1345,73,N,0,2,63,Round of 32,Round of 32
1995,143,North Carolina,2,Z02,1314,74,Georgetown,6,Z06,1207,64,N,0,10,63,Sweet 16,Sweet 16
1995,143,Kentucky,1,Z01,1246,97,Arizona St,5,Z05,1113,73,N,0,24,63,Sweet 16,Sweet 16
1995,143,Connecticut,2,X02,1163,99,Maryland,3,X03,1268,89,N,0,10,63,Sweet 16,Sweet 16
1995,143,UCLA,1,X01,1417,86,Mississippi St,5,X05,1280,67,N,0,19,63,Sweet 16,Sweet 16
1995,144,Oklahoma St,4,W04,1329,71,Wake Forest,1,W01,1448,66,N,0,5,63,Sweet 16,Sweet 16
1995,144,Virginia,4,Y04,1438,67,Kansas,1,Y01,1242,58,N,0,9,63,Sweet 16,Sweet 16
1995,144,Arkansas,2,Y02,1116,96,Memphis,6,Y06,1272,91,N,1,5,63,Sweet 16,Sweet 16
1995,144,Massachusetts,2,W02,1269,76,Tulsa,6,W06,1409,51,N,0,25,63,Sweet 16,Sweet 16
1995,145,North Carolina,2,Z02,1314,74,Kentucky,1,Z01,1246,61,N,0,13,63,Elite Eight,Elite Eight
1995,145,UCLA,1,X01,1417,102,Connecticut,2,X02,1163,96,N,0,6,63,Elite Eight,Elite Eight
1995,146,Arkansas,2,Y02,1116,68,Virginia,4,Y04,1438,61,N,0,7,63,Elite Eight,Elite Eight
1995,146,Oklahoma St,4,W04,1329,68,Massachusetts,2,W02,1269,54,N,0,14,63,Elite Eight,Elite Eight
1995,152,UCLA,1,X01,1417,74,Oklahoma St,4,W04,1329,61,N,0,13,63,Final Four,Final Four
1995,152,Arkansas,2,Y02,1116,75,North Carolina,2,Z02,1314,68,N,0,7,63,Final Four,Final Four
1995,154,UCLA,1,X01,1417,89,Arkansas,2,Y02,1116,78,N,0,11,63,Championship,Championship
1996,136,Utah,4,X04,1428,72,Canisius,13,X13,1145,43,N,0,29,63,Round of 64,Round of 64
1996,136,Princeton,13,Y13,1343,43,UCLA,4,Y04,1417,41,N,0,2,63,Round of 64,Round of 64
1996,136,Iowa St,5,X05,1235,74,California,12,X12,1143,64,N,0,10,63,Round of 64,Round of 64
1996,136,Mississippi St,5,Y05,1280,58,VCU,12,Y12,1433,51,N,0,7,63,Round of 64,Round of 64
1996,136,Marquette,4,W04,1266,68,Monmouth NJ,13,W13,1284,44,N,0,24,63,Round of 64,Round of 64
1996,136,Purdue,1,Z01,1345,73,W Carolina,16,Z16,1441,71,N,0,2,63,Round of 64,Round of 64
1996,136,Connecticut,1,Y01,1163,68,Colgate,16,Y16,1159,59,N,0,9,63,Round of 64,Round of 64
1996,136,Virginia Tech,9,X09,1439,61,WI Green Bay,8,X08,1453,48,N,0,13,63,Round of 64,Round of 64
1996,136,Massachusetts,1,W01,1269,92,UCF,16,W16,1416,70,N,0,22,63,Round of 64,Round of 64
1996,136,Syracuse,4,Z04,1393,88,Montana St,13,Z13,1286,55,N,0,33,63,Round of 64,Round of 64
1996,136,E Michigan,9,Y09,1185,75,Duke,8,Y08,1181,60,N,0,15,63,Round of 64,Round of 64
1996,136,Kentucky,1,X01,1246,110,San Jose St,16,X16,1363,72,N,0,38,63,Round of 64,Round of 64
1996,136,Arkansas,12,W12,1116,86,Penn St,5,W05,1336,80,N,0,6,63,Round of 64,Round of 64
1996,136,Drexel,12,Z12,1180,75,Memphis,5,Z05,1272,63,N,0,12,63,Round of 64,Round of 64
1996,136,Georgia,8,Z08,1208,81,Clemson,9,Z09,1155,74,N,0,7,63,Round of 64,Round of 64
1996,136,Stanford,9,W09,1390,66,Bradley,8,W08,1133,58,N,0,8,63,Round of 64,Round of 64
1996,137,Georgetown,2,W02,1207,93,MS Valley St,15,W15,1290,56,N,0,37,63,Round of 64,Round of 64
1996,137,Louisville,6,X06,1257,82,Tulsa,11,X11,1409,80,N,1,2,63,Round of 64,Round of 64
1996,137,Arizona,3,Z03,1112,90,Valparaiso,14,Z14,1434,51,N,0,39,63,Round of 64,Round of 64
1996,137,Texas,10,X10,1400,80,Michigan,7,X07,1276,76,N,0,4,63,Round of 64,Round of 64
1996,137,Wake Forest,2,X02,1448,62,ULM,15,X15,1419,50,N,0,12,63,Round of 64,Round of 64
1996,137,Santa Clara,10,Z10,1365,91,Maryland,7,Z07,1268,79,N,0,12,63,Round of 64,Round of 64
1996,137,Kansas,2,Z02,1242,92,S Carolina St,15,Z15,1354,54,N,0,38,63,Round of 64,Round of 64
1996,137,Temple,7,Y07,1396,61,Oklahoma,10,Y10,1328,43,N,0,18,63,Round of 64,Round of 64
1996,137,Texas Tech,3,W03,1403,74,N Illinois,14,W14,1296,73,N,0,1,63,Round of 64,Round of 64
1996,137,Georgia Tech,3,Y03,1210,90,Austin Peay,14,Y14,1122,79,N,0,11,63,Round of 64,Round of 64
1996,137,New Mexico,7,W07,1307,69,Kansas St,10,W10,1243,48,N,0,21,63,Round of 64,Round of 64
1996,137,Cincinnati,2,Y02,1153,66,UNC Greensboro,15,Y15,1422,61,N,0,5,63,Round of 64,Round of 64
1996,137,Iowa,6,Z06,1234,81,G Washington,11,Z11,1203,79,N,0,2,63,Round of 64,Round of 64
1996,137,North Carolina,6,W06,1314,83,New Orleans,11,W11,1309,62,N,0,21,63,Round of 64,Round of 64
1996,137,Boston College,11,Y11,1130,64,Indiana,6,Y06,1231,51,N,0,13,63,Round of 64,Round of 64
1996,137,Villanova,3,X03,1437,92,Portland,14,X14,1339,58,N,0,34,63,Round of 64,Round of 64
1996,138,Utah,4,X04,1428,73,Iowa St,5,X05,1235,67,N,0,6,63,Round of 32,Round of 32
1996,138,Georgia,8,Z08,1208,76,Purdue,1,Z01,1345,69,N,0,7,63,Round of 32,Round of 32
1996,138,Syracuse,4,Z04,1393,69,Drexel,12,Z12,1180,58,N,0,11,63,Round of 32,Round of 32
1996,138,Mississippi St,5,Y05,1280,63,Princeton,13,Y13,1343,41,N,0,22,63,Round of 32,Round of 32
1996,138,Massachusetts,1,W01,1269,79,Stanford,9,W09,1390,74,N,0,5,63,Round of 32,Round of 32
1996,138,Kentucky,1,X01,1246,84,Virginia Tech,9,X09,1439,60,N,0,24,63,Round of 32,Round of 32
1996,138,Arkansas,12,W12,1116,65,Marquette,4,W04,1266,56,N,0,9,63,Round of 32,Round of 32
1996,138,Connecticut,1,Y01,1163,95,E Michigan,9,Y09,1185,81,N,0,14,63,Round of 32,Round of 32
1996,139,Georgetown,2,W02,1207,73,New Mexico,7,W07,1307,62,N,0,11,63,Round of 32,Round of 32
1996,139,Georgia Tech,3,Y03,1210,103,Boston College,11,Y11,1130,89,N,0,14,63,Round of 32,Round of 32
1996,139,Kansas,2,Z02,1242,76,Santa Clara,10,Z10,1365,51,N,0,25,63,Round of 32,Round of 32
1996,139,Wake Forest,2,X02,1448,65,Texas,10,X10,1400,62,N,0,3,63,Round of 32,Round of 32
1996,139,Arizona,3,Z03,1112,87,Iowa,6,Z06,1234,73,N,0,14,63,Round of 32,Round of 32
1996,139,Louisville,6,X06,1257,68,Villanova,3,X03,1437,64,N,0,4,63,Round of 32,Round of 32
1996,139,Cincinnati,2,Y02,1153,78,Temple,7,Y07,1396,65,N,0,13,63,Round of 32,Round of 32
1996,139,Texas Tech,3,W03,1403,92,North Carolina,6,W06,1314,73,N,0,19,63,Round of 32,Round of 32
1996,143,Kentucky,1,X01,1246,101,Utah,4,X04,1428,70,N,0,31,63,Sweet 16,Sweet 16
1996,143,Wake Forest,2,X02,1448,60,Louisville,6,X06,1257,59,N,0,1,63,Sweet 16,Sweet 16
1996,143,Massachusetts,1,W01,1269,79,Arkansas,12,W12,1116,63,N,0,16,63,Sweet 16,Sweet 16
1996,143,Georgetown,2,W02,1207,98,Texas Tech,3,W03,1403,90,N,0,8,63,Sweet 16,Sweet 16
1996,144,Syracuse,4,Z04,1393,83,Georgia,8,Z08,1208,81,N,1,2,63,Sweet 16,Sweet 16
1996,144,Cincinnati,2,Y02,1153,87,Georgia Tech,3,Y03,1210,70,N,0,17,63,Sweet 16,Sweet 16
1996,144,Mississippi St,5,Y05,1280,60,Connecticut,1,Y01,1163,55,N,0,5,63,Sweet 16,Sweet 16
1996,144,Kansas,2,Z02,1242,83,Arizona,3,Z03,1112,80,N,0,3,63,Sweet 16,Sweet 16
1996,145,Kentucky,1,X01,1246,83,Wake Forest,2,X02,1448,63,N,0,20,63,Elite Eight,Elite Eight
1996,145,Massachusetts,1,W01,1269,86,Georgetown,2,W02,1207,62,N,0,24,63,Elite Eight,Elite Eight
1996,146,Mississippi St,5,Y05,1280,73,Cincinnati,2,Y02,1153,63,N,0,10,63,Elite Eight,Elite Eight
1996,146,Syracuse,4,Z04,1393,60,Kansas,2,Z02,1242,57,N,0,3,63,Elite Eight,Elite Eight
1996,152,Kentucky,1,X01,1246,81,Massachusetts,1,W01,1269,74,N,0,7,63,Final Four,Final Four
1996,152,Syracuse,4,Z04,1393,77,Mississippi St,5,Y05,1280,69,N,0,8,63,Final Four,Final Four
1996,154,Kentucky,1,X01,1246,76,Syracuse,4,Z04,1393,67,N,0,9,63,Championship,Championship
1997,136,Arizona,4,X04,1112,65,South Alabama,13,X13,1375,57,N,0,8,63,Round of 64,Round of 64
1997,136,Colorado,9,W09,1160,80,Indiana,8,W08,1231,62,N,0,18,63,Round of 64,Round of 64
1997,136,North Carolina,1,W01,1314,82,Fairfield,16,W16,1193,74,N,0,8,63,Round of 64,Round of 64
1997,136,Kentucky,1,Z01,1246,92,Montana,16,Z16,1285,54,N,0,38,63,Round of 64,Round of 64
1997,136,UCLA,2,Y02,1417,109,Charleston So,15,Y15,1149,75,N,0,34,63,Round of 64,Round of 64
1997,136,Cincinnati,3,Y03,1153,86,Butler,14,Y14,1139,69,N,0,17,63,Round of 64,Round of 64
1997,136,Xavier,7,Y07,1462,80,Vanderbilt,10,Y10,1435,68,N,0,12,63,Round of 64,Round of 64
1997,136,Boston College,5,Z05,1130,73,Valparaiso,12,Z12,1434,66,N,0,7,63,Round of 64,Round of 64
1997,136,Col Charleston,12,X12,1158,75,Maryland,5,X05,1268,66,N,0,9,63,Round of 64,Round of 64
1997,136,California,5,W05,1143,55,Princeton,12,W12,1343,52,N,0,3,63,Round of 64,Round of 64
1997,136,Iowa,8,Z08,1234,73,Virginia,9,Z09,1438,60,N,0,13,63,Round of 64,Round of 64
1997,136,Purdue,8,X08,1345,83,Rhode Island,9,X09,1348,76,N,1,7,63,Round of 64,Round of 64
1997,136,Villanova,4,W04,1437,101,LIU Brooklyn,13,W13,1254,91,N,0,10,63,Round of 64,Round of 64
1997,136,Kansas,1,X01,1242,78,Jackson St,16,X16,1238,64,N,0,14,63,Round of 64,Round of 64
1997,136,Iowa St,6,Y06,1235,69,Illinois St,11,Y11,1229,57,N,0,12,63,Round of 64,Round of 64
1997,136,St Joseph's PA,4,Z04,1386,75,Pacific,13,Z13,1334,65,N,0,10,63,Round of 64,Round of 64
1997,137,Minnesota,1,Y01,1278,78,Texas St,16,Y16,1402,46,N,0,32,63,Round of 64,Round of 64
1997,137,Tulsa,5,Y05,1409,81,Boston Univ,12,Y12,1131,52,N,0,29,63,Round of 64,Round of 64
1997,137,Coppin St,15,W15,1164,78,South Carolina,2,W02,1376,65,N,0,13,63,Round of 64,Round of 64
1997,137,Clemson,4,Y04,1155,68,Miami OH,13,Y13,1275,56,N,0,12,63,Round of 64,Round of 64
1997,137,Temple,9,Y09,1396,62,Mississippi,8,Y08,1279,40,N,0,22,63,Round of 64,Round of 64
1997,137,Providence,10,X10,1344,81,Marquette,7,X07,1266,59,N,0,22,63,Round of 64,Round of 64
1997,137,Texas,10,W10,1400,71,Wisconsin,7,W07,1458,58,N,0,13,63,Round of 64,Round of 64
1997,137,Chattanooga,14,X14,1151,73,Georgia,3,X03,1208,70,N,0,3,63,Round of 64,Round of 64
1997,137,New Mexico,3,W03,1307,59,Old Dominion,14,W14,1330,55,N,0,4,63,Round of 64,Round of 64
1997,137,Louisville,6,W06,1257,65,Massachusetts,11,W11,1269,57,N,0,8,63,Round of 64,Round of 64
1997,137,Stanford,6,Z06,1390,80,Oklahoma,11,Z11,1328,67,N,0,13,63,Round of 64,Round of 64
1997,137,Duke,2,X02,1181,71,Murray St,15,X15,1293,68,N,0,3,63,Round of 64,Round of 64
1997,137,Illinois,6,X06,1228,90,USC,11,X11,1425,77,N,0,13,63,Round of 64,Round of 64
1997,137,Charlotte,7,Z07,1150,79,Georgetown,10,Z10,1207,67,N,0,12,63,Round of 64,Round of 64
1997,137,Wake Forest,3,Z03,1448,68,St Mary's CA,14,Z14,1388,46,N,0,22,63,Round of 64,Round of 64
1997,137,Utah,2,Z02,1428,75,Navy,15,Z15,1298,61,N,0,14,63,Round of 64,Round of 64
1997,138,Iowa St,6,Y06,1235,67,Cincinnati,3,Y03,1153,66,N,0,1,63,Round of 32,Round of 32
1997,138,Kansas,1,X01,1242,75,Purdue,8,X08,1345,61,N,0,14,63,Round of 32,Round of 32
1997,138,St Joseph's PA,4,Z04,1386,81,Boston College,5,Z05,1130,77,N,1,4,63,Round of 32,Round of 32
1997,138,UCLA,2,Y02,1417,96,Xavier,7,Y07,1462,83,N,0,13,63,Round of 32,Round of 32
1997,138,North Carolina,1,W01,1314,73,Colorado,9,W09,1160,56,N,0,17,63,Round of 32,Round of 32
1997,138,California,5,W05,1143,75,Villanova,4,W04,1437,68,N,0,7,63,Round of 32,Round of 32
1997,138,Arizona,4,X04,1112,73,Col Charleston,12,X12,1158,69,N,0,4,63,Round of 32,Round of 32
1997,138,Kentucky,1,Z01,1246,75,Iowa,8,Z08,1234,69,N,0,6,63,Round of 32,Round of 32
1997,139,Utah,2,Z02,1428,77,Charlotte,7,Z07,1150,58,N,0,19,63,Round of 32,Round of 32
1997,139,Stanford,6,Z06,1390,72,Wake Forest,3,Z03,1448,66,N,0,6,63,Round of 32,Round of 32
1997,139,Chattanooga,14,X14,1151,75,Illinois,6,X06,1228,63,N,0,12,63,Round of 32,Round of 32
1997,139,Minnesota,1,Y01,1278,76,Temple,9,Y09,1396,57,N,0,19,63,Round of 32,Round of 32
1997,139,Louisville,6,W06,1257,64,New Mexico,3,W03,1307,63,N,0,1,63,Round of 32,Round of 32
1997,139,Clemson,4,Y04,1155,65,Tulsa,5,Y05,1409,59,N,0,6,63,Round of 32,Round of 32
1997,139,Texas,10,W10,1400,82,Coppin St,15,W15,1164,81,N,0,1,63,Round of 32,Round of 32
1997,139,Providence,10,X10,1344,98,Duke,2,X02,1181,87,N,0,11,63,Round of 32,Round of 32
1997,143,Utah,2,Z02,1428,82,Stanford,6,Z06,1390,77,N,1,5,63,Sweet 16,Sweet 16
1997,143,Kentucky,1,Z01,1246,83,St Joseph's PA,4,Z04,1386,68,N,0,15,63,Sweet 16,Sweet 16
1997,143,Minnesota,1,Y01,1278,90,Clemson,4,Y04,1155,84,N,1,6,63,Sweet 16,Sweet 16
1997,143,UCLA,2,Y02,1417,74,Iowa St,6,Y06,1235,73,N,1,1,63,Sweet 16,Sweet 16
1997,144,Arizona,4,X04,1112,85,Kansas,1,X01,1242,82,N,0,3,63,Sweet 16,Sweet 16
1997,144,North Carolina,1,W01,1314,63,California,5,W05,1143,57,N,0,6,63,Sweet 16,Sweet 16
1997,144,Louisville,6,W06,1257,78,Texas,10,W10,1400,63,N,0,15,63,Sweet 16,Sweet 16
1997,144,Providence,10,X10,1344,71,Chattanooga,14,X14,1151,65,N,0,6,63,Sweet 16,Sweet 16
1997,145,Kentucky,1,Z01,1246,72,Utah,2,Z02,1428,59,N,0,13,63,Elite Eight,Elite Eight
1997,145,Minnesota,1,Y01,1278,80,UCLA,2,Y02,1417,72,N,0,8,63,Elite Eight,Elite Eight
1997,146,Arizona,4,X04,1112,96,Providence,10,X10,1344,92,N,1,4,63,Elite Eight,Elite Eight
1997,146,North Carolina,1,W01,1314,97,Louisville,6,W06,1257,74,N,0,23,63,Elite Eight,Elite Eight
1997,152,Arizona,4,X04,1112,66,North Carolina,1,W01,1314,58,N,0,8,63,Final Four,Final Four
1997,152,Kentucky,1,Z01,1246,78,Minnesota,1,Y01,1278,69,N,0,9,63,Final Four,Final Four
1997,154,Arizona,4,X04,1112,84,Kentucky,1,Z01,1246,79,N,1,5,63,Championship,Championship
1998,136,Michigan St,4,W04,1277,83,E Michigan,13,W13,1185,71,N,0,12,63,Round of 64,Round of 64
1998,136,Charlotte,8,W08,1150,77,IL Chicago,9,W09,1227,62,N,0,15,63,Round of 64,Round of 64
1998,136,Princeton,5,W05,1343,69,UNLV,12,W12,1424,57,N,0,12,63,Round of 64,Round of 64
1998,136,North Carolina,1,W01,1314,88,Navy,16,W16,1298,52,N,0,36,63,Round of 64,Round of 64
1998,136,Arizona,1,X01,1112,99,Nicholls St,16,X16,1311,60,N,0,39,63,Round of 64,Round of 64
1998,136,Maryland,4,X04,1268,82,Utah St,13,X13,1429,68,N,0,14,63,Round of 64,Round of 64
1998,136,Illinois St,9,X09,1229,82,Tennessee,8,X08,1397,81,N,1,1,63,Round of 64,Round of 64
1998,136,Richmond,14,W14,1350,62,South Carolina,3,W03,1376,61,N,0,1,63,Round of 64,Round of 64
1998,136,Utah,3,X03,1428,85,San Francisco,14,X14,1362,68,N,0,17,63,Round of 64,Round of 64
1998,136,West Virginia,10,X10,1452,82,Temple,7,X07,1396,52,N,0,30,63,Round of 64,Round of 64
1998,136,Arkansas,6,X06,1116,74,Nebraska,11,X11,1304,65,N,0,9,63,Round of 64,Round of 64
1998,136,Washington,11,W11,1449,69,Xavier,6,W06,1462,68,N,0,1,63,Round of 64,Round of 64
1998,136,Cincinnati,2,X02,1153,65,Northern Arizona,15,X15,1319,62,N,0,3,63,Round of 64,Round of 64
1998,136,Illinois,5,X05,1228,64,South Alabama,12,X12,1375,51,N,0,13,63,Round of 64,Round of 64
1998,136,Connecticut,2,W02,1163,93,F Dickinson,15,W15,1192,85,N,0,8,63,Round of 64,Round of 64
1998,136,Indiana,7,W07,1231,94,Oklahoma,10,W10,1328,87,N,1,7,63,Round of 64,Round of 64
1998,137,St Louis,10,Z10,1387,51,Massachusetts,7,Z07,1269,46,N,0,5,63,Round of 64,Round of 64
1998,137,UCLA,6,Z06,1417,65,Miami FL,11,Z11,1274,62,N,0,3,63,Round of 64,Round of 64
1998,137,Syracuse,5,Z05,1393,63,Iona,12,Z12,1233,61,N,0,2,63,Round of 64,Round of 64
1998,137,Rhode Island,8,Y08,1348,97,Murray St,9,Y09,1293,74,N,0,23,63,Round of 64,Round of 64
1998,137,Valparaiso,13,Y13,1434,70,Mississippi,4,Y04,1279,69,N,0,1,63,Round of 64,Round of 64
1998,137,Stanford,3,Y03,1390,67,Col Charleston,14,Y14,1158,57,N,0,10,63,Round of 64,Round of 64
1998,137,Purdue,2,Y02,1345,95,Delaware,15,Y15,1174,56,N,0,39,63,Round of 64,Round of 64
1998,137,New Mexico,4,Z04,1307,79,Butler,13,Z13,1139,62,N,0,17,63,Round of 64,Round of 64
1998,137,Kentucky,2,Z02,1246,82,S Carolina St,15,Z15,1354,67,N,0,15,63,Round of 64,Round of 64
1998,137,Detroit,10,Y10,1178,66,St John's,7,Y07,1385,64,N,0,2,63,Round of 64,Round of 64
1998,137,Kansas,1,Y01,1242,110,Prairie View,16,Y16,1341,52,N,0,58,63,Round of 64,Round of 64
1998,137,Florida St,12,Y12,1199,96,TCU,5,Y05,1395,87,N,0,9,63,Round of 64,Round of 64
1998,137,Michigan,3,Z03,1276,80,Davidson,14,Z14,1172,61,N,0,19,63,Round of 64,Round of 64
1998,137,Oklahoma St,8,Z08,1329,74,G Washington,9,Z09,1203,59,N,0,15,63,Round of 64,Round of 64
1998,137,W Michigan,11,Y11,1444,75,Clemson,6,Y06,1155,72,N,0,3,63,Round of 64,Round of 64
1998,137,Duke,1,Z01,1181,99,Radford,16,Z16,1347,63,N,0,36,63,Round of 64,Round of 64
1998,138,Washington,11,W11,1449,81,Richmond,14,W14,1350,66,N,0,15,63,Round of 32,Round of 32
1998,138,West Virginia,10,X10,1452,75,Cincinnati,2,X02,1153,74,N,0,1,63,Round of 32,Round of 32
1998,138,Arizona,1,X01,1112,82,Illinois St,9,X09,1229,49,N,0,33,63,Round of 32,Round of 32
1998,138,Utah,3,X03,1428,75,Arkansas,6,X06,1116,69,N,0,6,63,Round of 32,Round of 32
1998,138,North Carolina,1,W01,1314,93,Charlotte,8,W08,1150,83,N,1,10,63,Round of 32,Round of 32
1998,138,Maryland,4,X04,1268,67,Illinois,5,X05,1228,61,N,0,6,63,Round of 32,Round of 32
1998,138,Michigan St,4,W04,1277,63,Princeton,5,W05,1343,56,N,0,7,63,Round of 32,Round of 32
1998,138,Connecticut,2,W02,1163,78,Indiana,7,W07,1231,68,N,0,10,63,Round of 32,Round of 32
1998,139,Kentucky,2,Z02,1246,88,St Louis,10,Z10,1387,61,N,0,27,63,Round of 32,Round of 32
1998,139,Syracuse,5,Z05,1393,56,New Mexico,4,Z04,1307,46,N,0,10,63,Round of 32,Round of 32
1998,139,Duke,1,Z01,1181,79,Oklahoma St,8,Z08,1329,73,N,0,6,63,Round of 32,Round of 32
1998,139,Valparaiso,13,Y13,1434,83,Florida St,12,Y12,1199,77,N,1,6,63,Round of 32,Round of 32
1998,139,Purdue,2,Y02,1345,80,Detroit,10,Y10,1178,65,N,0,15,63,Round of 32,Round of 32
1998,139,Stanford,3,Y03,1390,83,W Michigan,11,Y11,1444,65,N,0,18,63,Round of 32,Round of 32
1998,139,Rhode Island,8,Y08,1348,80,Kansas,1,Y01,1242,75,N,0,5,63,Round of 32,Round of 32
1998,139,UCLA,6,Z06,1417,85,Michigan,3,Z03,1276,82,N,0,3,63,Round of 32,Round of 32
1998,143,Connecticut,2,W02,1163,75,Washington,11,W11,1449,74,N,0,1,63,Sweet 16,Sweet 16
1998,143,North Carolina,1,W01,1314,73,Michigan St,4,W04,1277,58,N,0,15,63,Sweet 16,Sweet 16
1998,143,Utah,3,X03,1428,65,West Virginia,10,X10,1452,62,N,0,3,63,Sweet 16,Sweet 16
1998,143,Arizona,1,X01,1112,87,Maryland,4,X04,1268,79,N,0,8,63,Sweet 16,Sweet 16
1998,144,Kentucky,2,Z02,1246,94,UCLA,6,Z06,1417,68,N,0,26,63,Sweet 16,Sweet 16
1998,144,Stanford,3,Y03,1390,67,Purdue,2,Y02,1345,59,N,0,8,63,Sweet 16,Sweet 16
1998,144,Rhode Island,8,Y08,1348,74,Valparaiso,13,Y13,1434,68,N,0,6,63,Sweet 16,Sweet 16
1998,144,Duke,1,Z01,1181,80,Syracuse,5,Z05,1393,67,N,0,13,63,Sweet 16,Sweet 16
1998,145,Utah,3,X03,1428,76,Arizona,1,X01,1112,51,N,0,25,63,Elite Eight,Elite Eight
1998,145,North Carolina,1,W01,1314,75,Connecticut,2,W02,1163,64,N,0,11,63,Elite Eight,Elite Eight
1998,146,Kentucky,2,Z02,1246,86,Duke,1,Z01,1181,84,N,0,2,63,Elite Eight,Elite Eight
1998,146,Stanford,3,Y03,1390,79,Rhode Island,8,Y08,1348,77,N,0,2,63,Elite Eight,Elite Eight
1998,152,Utah,3,X03,1428,65,North Carolina,1,W01,1314,59,N,0,6,63,Final Four,Final Four
1998,152,Kentucky,2,Z02,1246,86,Stanford,3,Y03,1390,85,N,1,1,63,Final Four,Final Four
1998,154,Kentucky,2,Z02,1246,78,Utah,3,X03,1428,69,N,0,9,63,Championship,Championship
1999,136,Indiana,6,Y06,1231,108,G Washington,11,Y11,1203,88,N,0,20,63,Round of 64,Round of 64
1999,136,Weber St,14,Z14,1451,76,North Carolina,3,Z03,1314,74,N,0,2,63,Round of 64,Round of 64
1999,136,St John's,3,Y03,1385,69,Samford,14,Y14,1359,43,N,0,26,63,Round of 64,Round of 64
1999,136,Creighton,10,Y10,1166,62,Louisville,7,Y07,1257,58,N,0,4,63,Round of 64,Round of 64
1999,136,New Mexico,9,Z09,1307,61,Missouri,8,Z08,1281,59,N,0,2,63,Round of 64,Round of 64
1999,136,Arkansas,4,Z04,1116,94,Siena,13,Z13,1373,80,N,0,14,63,Round of 64,Round of 64
1999,136,Iowa,5,Z05,1234,77,UAB,12,Z12,1412,64,N,0,13,63,Round of 64,Round of 64
1999,136,Connecticut,1,Z01,1163,91,UT San Antonio,16,Z16,1427,66,N,0,25,63,Round of 64,Round of 64
1999,136,Stanford,2,Z02,1390,69,Alcorn St,15,Z15,1108,57,N,0,12,63,Round of 64,Round of 64
1999,136,Auburn,1,Y01,1120,80,Winthrop,16,Y16,1457,41,N,0,39,63,Round of 64,Round of 64
1999,136,Oklahoma St,9,Y09,1329,69,Syracuse,8,Y08,1393,61,N,0,8,63,Round of 64,Round of 64
1999,136,Florida,6,Z06,1196,75,Penn,11,Z11,1335,61,N,0,14,63,Round of 64,Round of 64
1999,136,Detroit,12,Y12,1178,56,UCLA,5,Y05,1417,53,N,0,3,63,Round of 64,Round of 64
1999,136,Maryland,2,Y02,1268,82,Valparaiso,15,Y15,1434,60,N,0,22,63,Round of 64,Round of 64
1999,136,Ohio St,4,Y04,1326,72,Murray St,13,Y13,1293,58,N,0,14,63,Round of 64,Round of 64
1999,136,Gonzaga,10,Z10,1211,75,Minnesota,7,Z07,1278,63,N,0,12,63,Round of 64,Round of 64
1999,137,Cincinnati,3,W03,1153,72,George Mason,14,W14,1206,48,N,0,24,63,Round of 64,Round of 64
1999,137,Oklahoma,13,X13,1328,61,Arizona,4,X04,1112,60,N,0,1,63,Round of 64,Round of 64
1999,137,Miami OH,10,X10,1275,59,Washington,7,X07,1449,58,N,0,1,63,Round of 64,Round of 64
1999,137,Michigan St,1,X01,1277,76,Mt St Mary's,16,X16,1291,53,N,0,23,63,Round of 64,Round of 64
1999,137,Miami FL,2,W02,1274,75,Lafayette,15,W15,1248,54,N,0,21,63,Round of 64,Round of 64
1999,137,Charlotte,5,X05,1150,81,Rhode Island,12,X12,1348,70,N,1,11,63,Round of 64,Round of 64
1999,137,Temple,6,W06,1396,61,Kent,11,W11,1245,54,N,0,7,63,Round of 64,Round of 64
1999,137,Utah,2,X02,1428,80,Arkansas St,15,X15,1117,58,N,0,22,63,Round of 64,Round of 64
1999,137,Purdue,10,W10,1345,58,Texas,7,W07,1400,54,N,0,4,63,Round of 64,Round of 64
1999,137,Duke,1,W01,1181,99,Florida A&M,16,W16,1197,58,N,0,41,63,Round of 64,Round of 64
