season,seasontype,week,poll,rank,team,conference,firstplacevotes
2012,regular,6,AFCA Division II Coaches Poll,12,Minnesota State Mankato,,0
2012,regular,6,AFCA Division II Coaches Poll,13,Midwestern State,,0
2012,regular,6,AFCA Division II Coaches Poll,14,Henderson State,,0
2012,regular,6,AFCA Division II Coaches Poll,15,Saginaw Valley State,,0
2012,regular,6,AFCA Division II Coaches Poll,16,Shippensburg,,0
2012,regular,6,AFCA Division II Coaches Poll,16,PennWest California,,0
2012,regular,6,AFCA Division II Coaches Poll,18,West Alabama,,0
2012,regular,6,AFCA Division II Coaches Poll,19,Wayne State (MI),,0
2012,regular,6,AFCA Division II Coaches Poll,20,Washburn,,0
2012,regular,6,AFCA Division II Coaches Poll,21,West Texas A&M,,0
2012,regular,6,AFCA Division II Coaches Poll,22,Indiana-Pennsylvania,,0
2012,regular,6,AFCA Division II Coaches Poll,23,Sioux Falls,,0
2012,regular,6,AFCA Division II Coaches Poll,24,Humboldt State,,0
2012,regular,6,AFCA Division II Coaches Poll,25,Emporia State University,,0
2012,regular,7,AP Top 25,1,Alabama,SEC,60
2012,regular,7,AP Top 25,2,Oregon,Pac-12,0
2012,regular,7,AP Top 25,3,South Carolina,SEC,0
2012,regular,7,AP Top 25,4,Florida,SEC,0
2012,regular,7,AP Top 25,5,West Virginia,Big 12,0
2012,regular,7,AP Top 25,6,Kansas State,Big 12,0
2012,regular,7,AP Top 25,7,Notre Dame,FBS Independents,0
2012,regular,7,AP Top 25,8,Ohio State,Big Ten,0
2012,regular,7,AP Top 25,9,LSU,SEC,0
2012,regular,7,AP Top 25,10,Oregon State,Pac-12,0
2012,regular,7,AP Top 25,11,USC,Pac-12,0
2012,regular,7,AP Top 25,12,Florida State,ACC,0
2012,regular,7,AP Top 25,13,Oklahoma,Big 12,0
2012,regular,7,AP Top 25,14,Georgia,SEC,0
2012,regular,7,AP Top 25,15,Texas,Big 12,0
2012,regular,7,AP Top 25,16,Clemson,ACC,0
2012,regular,7,AP Top 25,17,Stanford,Pac-12,0
2012,regular,7,AP Top 25,18,Louisville,Big East,0
2012,regular,7,AP Top 25,19,Mississippi State,SEC,0
2012,regular,7,AP Top 25,20,Rutgers,Big East,0
2012,regular,7,AP Top 25,21,Cincinnati,Big East,0
2012,regular,7,AP Top 25,22,Texas A&M,SEC,0
2012,regular,7,AP Top 25,23,Louisiana Tech,Western Athletic,0
2012,regular,7,AP Top 25,24,Boise State,Mountain West,0
2012,regular,7,AP Top 25,25,Michigan,Big Ten,0
2012,regular,7,Coaches Poll,1,Alabama,SEC,58
2012,regular,7,Coaches Poll,2,Oregon,Pac-12,1
2012,regular,7,Coaches Poll,3,South Carolina,SEC,0
2012,regular,7,Coaches Poll,4,West Virginia,Big 12,0
2012,regular,7,Coaches Poll,5,Kansas State,Big 12,0
2012,regular,7,Coaches Poll,6,Florida,SEC,0
2012,regular,7,Coaches Poll,7,Notre Dame,FBS Independents,0
2012,regular,7,Coaches Poll,8,LSU,SEC,0
2012,regular,7,Coaches Poll,9,USC,Pac-12,0
2012,regular,7,Coaches Poll,10,Oklahoma,Big 12,0
2012,regular,7,Coaches Poll,11,Florida State,ACC,0
2012,regular,7,Coaches Poll,12,Georgia,SEC,0
2012,regular,7,Coaches Poll,13,Clemson,ACC,0
2012,regular,7,Coaches Poll,14,Oregon State,Pac-12,0
2012,regular,7,Coaches Poll,15,Texas,Big 12,0
2012,regular,7,Coaches Poll,16,Louisville,Big East,0
2012,regular,7,Coaches Poll,17,Stanford,Pac-12,0
2012,regular,7,Coaches Poll,18,Mississippi State,SEC,0
2012,regular,7,Coaches Poll,19,Rutgers,Big East,0
2012,regular,7,Coaches Poll,20,Cincinnati,Big East,0
2012,regular,7,Coaches Poll,21,Texas A&M,SEC,0
2012,regular,7,Coaches Poll,22,Boise State,Mountain West,0
2012,regular,7,Coaches Poll,23,TCU,Big 12,0
2012,regular,7,Coaches Poll,24,Louisiana Tech,Western Athletic,0
2012,regular,7,Coaches Poll,25,Iowa State,Big 12,0
2012,regular,7,AFCA Division II Coaches Poll,1,Pittsburg St,,29
2012,regular,7,AFCA Division II Coaches Poll,2,CSU Pueblo,,0
2012,regular,7,AFCA Division II Coaches Poll,3,Winston-Salem,CIAA,1
2012,regular,7,AFCA Division II Coaches Poll,4,Missouri Western,,0
2012,regular,7,AFCA Division II Coaches Poll,5,New Haven,,0
2012,regular,7,AFCA Division II Coaches Poll,6,Bloomsburg,,0
2012,regular,7,AFCA Division II Coaches Poll,7,Northwest Missouri St,,0
2012,regular,7,AFCA Division II Coaches Poll,8,Ashland,,0
2012,regular,7,AFCA Division II Coaches Poll,9,Minnesota Duluth,,0
2012,regular,7,AFCA Division II Coaches Poll,10,Minnesota State Mankato,,0
2012,regular,7,AFCA Division II Coaches Poll,11,Ouachita Baptist,,0
2012,regular,7,AFCA Division II Coaches Poll,12,Henderson State,,0
2012,regular,7,AFCA Division II Coaches Poll,13,Midwestern State,,0
2012,regular,7,AFCA Division II Coaches Poll,14,Grand Valley State University,,0
2012,regular,7,AFCA Division II Coaches Poll,15,PennWest California,,0
2012,regular,7,AFCA Division II Coaches Poll,16,Shippensburg,,0
2012,regular,7,AFCA Division II Coaches Poll,17,Saginaw Valley State,,0
2012,regular,7,AFCA Division II Coaches Poll,18,Wayne State (MI),,0
2012,regular,7,AFCA Division II Coaches Poll,19,Washburn,,0
2012,regular,7,AFCA Division II Coaches Poll,20,West Texas A&M,,0
2012,regular,7,AFCA Division II Coaches Poll,21,Emporia State University,,0
2012,regular,7,AFCA Division II Coaches Poll,22,Indiana-Pennsylvania,,0
2012,regular,7,AFCA Division II Coaches Poll,23,Harding University,,0
2012,regular,7,AFCA Division II Coaches Poll,24,UNC Pembroke,,0
2012,regular,7,AFCA Division II Coaches Poll,25,Shepherd,,0
2012,regular,8,BCS Standings,1,Alabama,SEC,0
2012,regular,8,BCS Standings,2,Florida,SEC,0
2012,regular,8,BCS Standings,3,Oregon,Pac-12,0
2012,regular,8,BCS Standings,4,Kansas State,Big 12,0
2012,regular,8,BCS Standings,5,Notre Dame,FBS Independents,0
2012,regular,8,BCS Standings,6,LSU,SEC,0
2012,regular,8,BCS Standings,7,South Carolina,SEC,0
2012,regular,8,BCS Standings,8,Oregon State,Pac-12,0
2012,regular,8,BCS Standings,9,Oklahoma,Big 12,0
2012,regular,8,BCS Standings,10,USC,Pac-12,0
2012,regular,8,BCS Standings,11,Georgia,SEC,0
2012,regular,8,BCS Standings,12,Mississippi State,SEC,0
2012,regular,8,BCS Standings,13,West Virginia,Big 12,0
2012,regular,8,BCS Standings,14,Florida State,ACC,0
2012,regular,8,BCS Standings,15,Rutgers,Big East,0
2012,regular,8,BCS Standings,16,Louisville,Big East,0
2012,regular,8,BCS Standings,17,Texas Tech,Big 12,0
2012,regular,8,BCS Standings,18,Texas A&M,SEC,0
2012,regular,8,BCS Standings,19,Clemson,ACC,0
2012,regular,8,BCS Standings,20,Stanford,Pac-12,0
2012,regular,8,BCS Standings,21,Cincinnati,Big East,0
2012,regular,8,BCS Standings,22,Boise State,Mountain West,0
2012,regular,8,BCS Standings,23,TCU,Big 12,0
2012,regular,8,BCS Standings,24,Iowa State,Big 12,0
2012,regular,8,BCS Standings,25,Texas,Big 12,0
2012,regular,8,AP Top 25,1,Alabama,SEC,60
2012,regular,8,AP Top 25,2,Oregon,Pac-12,0
2012,regular,8,AP Top 25,3,Florida,SEC,0
2012,regular,8,AP Top 25,4,Kansas State,Big 12,0
2012,regular,8,AP Top 25,5,Notre Dame,FBS Independents,0
2012,regular,8,AP Top 25,6,LSU,SEC,0
2012,regular,8,AP Top 25,7,Ohio State,Big Ten,0
2012,regular,8,AP Top 25,8,Oregon State,Pac-12,0
2012,regular,8,AP Top 25,9,South Carolina,SEC,0
2012,regular,8,AP Top 25,10,Oklahoma,Big 12,0
2012,regular,8,AP Top 25,11,USC,Pac-12,0
2012,regular,8,AP Top 25,12,Florida State,ACC,0
2012,regular,8,AP Top 25,13,Georgia,SEC,0
2012,regular,8,AP Top 25,14,Clemson,ACC,0
2012,regular,8,AP Top 25,15,Mississippi State,SEC,0
2012,regular,8,AP Top 25,16,Louisville,Big East,0
2012,regular,8,AP Top 25,17,West Virginia,Big 12,0
2012,regular,8,AP Top 25,18,Texas Tech,Big 12,0
2012,regular,8,AP Top 25,19,Rutgers,Big East,0
2012,regular,8,AP Top 25,20,Texas A&M,SEC,0
2012,regular,8,AP Top 25,21,Cincinnati,Big East,0
2012,regular,8,AP Top 25,22,Stanford,Pac-12,0
2012,regular,8,AP Top 25,23,Michigan,Big Ten,0
2012,regular,8,AP Top 25,24,Boise State,Mountain West,0
2012,regular,8,AP Top 25,25,Ohio,Mid-American,0
2012,regular,8,Coaches Poll,1,Alabama,SEC,59
2012,regular,8,Coaches Poll,2,Oregon,Pac-12,0
2012,regular,8,Coaches Poll,3,Kansas State,Big 12,0
2012,regular,8,Coaches Poll,4,Florida,SEC,0
2012,regular,8,Coaches Poll,5,Notre Dame,FBS Independents,0
2012,regular,8,Coaches Poll,6,LSU,SEC,0
2012,regular,8,Coaches Poll,7,Oklahoma,Big 12,0
2012,regular,8,Coaches Poll,8,South Carolina,SEC,0
2012,regular,8,Coaches Poll,9,USC,Pac-12,0
2012,regular,8,Coaches Poll,10,Florida State,ACC,0
2012,regular,8,Coaches Poll,11,Oregon State,Pac-12,0
2012,regular,8,Coaches Poll,12,Georgia,SEC,0
2012,regular,8,Coaches Poll,13,Clemson,ACC,0
2012,regular,8,Coaches Poll,14,Louisville,Big East,0
2012,regular,8,Coaches Poll,15,West Virginia,Big 12,0
2012,regular,8,Coaches Poll,16,Mississippi State,SEC,0
2012,regular,8,Coaches Poll,17,Rutgers,Big East,0
2012,regular,8,Coaches Poll,18,Cincinnati,Big East,0
2012,regular,8,Coaches Poll,19,Texas A&M,SEC,0
2012,regular,8,Coaches Poll,20,Texas Tech,Big 12,0
2012,regular,8,Coaches Poll,21,TCU,Big 12,0
2012,regular,8,Coaches Poll,22,Boise State,Mountain West,0
2012,regular,8,Coaches Poll,23,Stanford,Pac-12,0
2012,regular,8,Coaches Poll,24,Arizona State,Pac-12,0
2012,regular,8,Coaches Poll,25,Michigan,Big Ten,0
2012,regular,8,AFCA Division II Coaches Poll,1,CSU Pueblo,,23
2012,regular,8,AFCA Division II Coaches Poll,2,Winston-Salem,CIAA,6
2012,regular,8,AFCA Division II Coaches Poll,3,New Haven,,0
2012,regular,8,AFCA Division II Coaches Poll,4,Bloomsburg,,0
2012,regular,8,AFCA Division II Coaches Poll,5,Northwest Missouri St,,0
2012,regular,8,AFCA Division II Coaches Poll,6,Ashland,,0
2012,regular,8,AFCA Division II Coaches Poll,7,Pittsburg St,,0
2012,regular,8,AFCA Division II Coaches Poll,7,Minnesota Duluth,,0
2012,regular,8,AFCA Division II Coaches Poll,9,Minnesota State Mankato,,0
2012,regular,8,AFCA Division II Coaches Poll,10,Ouachita Baptist,,0
2012,regular,8,AFCA Division II Coaches Poll,11,Henderson State,,0
2012,regular,8,AFCA Division II Coaches Poll,12,Midwestern State,,0
2012,regular,8,AFCA Division II Coaches Poll,13,Shippensburg,,0
2012,regular,8,AFCA Division II Coaches Poll,14,PennWest California,,0
2012,regular,8,AFCA Division II Coaches Poll,15,Saginaw Valley State,,0
2012,regular,8,AFCA Division II Coaches Poll,16,Missouri Western,,0
2012,regular,8,AFCA Division II Coaches Poll,17,West Texas A&M,,0
2012,regular,8,AFCA Division II Coaches Poll,18,Washburn,,0
2012,regular,8,AFCA Division II Coaches Poll,18,Emporia State University,,0
2012,regular,8,AFCA Division II Coaches Poll,20,Indiana-Pennsylvania,,0
2012,regular,8,AFCA Division II Coaches Poll,21,Miles College,,0
2012,regular,8,AFCA Division II Coaches Poll,22,Michigan Tech,,0
2012,regular,8,AFCA Division II Coaches Poll,23,Sioux Falls,,0
2012,regular,8,AFCA Division II Coaches Poll,24,Grand Valley State University,,0
2012,regular,8,AFCA Division II Coaches Poll,25,Harding University,,0
2012,regular,9,BCS Standings,1,Alabama,SEC,0
2012,regular,9,BCS Standings,2,Florida,SEC,0
2012,regular,9,BCS Standings,3,Kansas State,Big 12,0
2012,regular,9,BCS Standings,4,Oregon,Pac-12,0
2012,regular,9,BCS Standings,5,Notre Dame,FBS Independents,0
2012,regular,9,BCS Standings,6,LSU,SEC,0
2012,regular,9,BCS Standings,7,Oregon State,Pac-12,0
2012,regular,9,BCS Standings,8,Oklahoma,Big 12,0
2012,regular,9,BCS Standings,9,USC,Pac-12,0
2012,regular,9,BCS Standings,10,Georgia,SEC,0
2012,regular,9,BCS Standings,11,Mississippi State,SEC,0
2012,regular,9,BCS Standings,12,Florida State,ACC,0
2012,regular,9,BCS Standings,13,South Carolina,SEC,0
2012,regular,9,BCS Standings,14,Texas Tech,Big 12,0
2012,regular,9,BCS Standings,15,Rutgers,Big East,0
2012,regular,9,BCS Standings,16,Louisville,Big East,0
2012,regular,9,BCS Standings,17,Stanford,Pac-12,0
2012,regular,9,BCS Standings,18,Clemson,ACC,0
2012,regular,9,BCS Standings,19,West Virginia,Big 12,0
2012,regular,9,BCS Standings,20,Texas A&M,SEC,0
2012,regular,9,BCS Standings,21,Boise State,Mountain West,0
2012,regular,9,BCS Standings,22,Michigan,Big Ten,0
2012,regular,9,BCS Standings,23,Texas,Big 12,0
2012,regular,9,BCS Standings,24,Ohio,Mid-American,0
2012,regular,9,BCS Standings,25,Wisconsin,Big Ten,0
2012,regular,9,AP Top 25,1,Alabama,SEC,59
2012,regular,9,AP Top 25,2,Oregon,Pac-12,0
2012,regular,9,AP Top 25,3,Florida,SEC,1
2012,regular,9,AP Top 25,4,Kansas State,Big 12,0
2012,regular,9,AP Top 25,5,Notre Dame,FBS Independents,0
2012,regular,9,AP Top 25,6,LSU,SEC,0
2012,regular,9,AP Top 25,7,Oregon State,Pac-12,0
2012,regular,9,AP Top 25,8,Oklahoma,Big 12,0
2012,regular,9,AP Top 25,9,Ohio State,Big Ten,0
2012,regular,9,AP Top 25,10,USC,Pac-12,0
2012,regular,9,AP Top 25,11,Florida State,ACC,0
2012,regular,9,AP Top 25,12,Georgia,SEC,0
2012,regular,9,AP Top 25,13,Mississippi State,SEC,0
2012,regular,9,AP Top 25,14,Clemson,ACC,0
2012,regular,9,AP Top 25,15,Texas Tech,Big 12,0
2012,regular,9,AP Top 25,16,Louisville,Big East,0
2012,regular,9,AP Top 25,17,South Carolina,SEC,0
2012,regular,9,AP Top 25,18,Rutgers,Big East,0
2012,regular,9,AP Top 25,19,Stanford,Pac-12,0
2012,regular,9,AP Top 25,20,Michigan,Big Ten,0
2012,regular,9,AP Top 25,21,Boise State,Mountain West,0
2012,regular,9,AP Top 25,22,Texas A&M,SEC,0
2012,regular,9,AP Top 25,23,Ohio,Mid-American,0
2012,regular,9,AP Top 25,24,Louisiana Tech,Western Athletic,0
2012,regular,9,AP Top 25,25,West Virginia,Big 12,0
2012,regular,9,Coaches Poll,1,Alabama,SEC,59
2012,regular,9,Coaches Poll,2,Oregon,Pac-12,0
2012,regular,9,Coaches Poll,3,Florida,SEC,0
2012,regular,9,Coaches Poll,4,Kansas State,Big 12,0
2012,regular,9,Coaches Poll,5,Notre Dame,FBS Independents,0
2012,regular,9,Coaches Poll,6,LSU,SEC,0
2012,regular,9,Coaches Poll,7,Oklahoma,Big 12,0
2012,regular,9,Coaches Poll,8,USC,Pac-12,0
2012,regular,9,Coaches Poll,9,Oregon State,Pac-12,0
2012,regular,9,Coaches Poll,10,Florida State,ACC,0
2012,regular,9,Coaches Poll,11,Georgia,SEC,0
2012,regular,9,Coaches Poll,12,Mississippi State,SEC,0
2012,regular,9,Coaches Poll,13,Clemson,ACC,0
2012,regular,9,Coaches Poll,14,Louisville,Big East,0
2012,regular,9,Coaches Poll,15,Rutgers,Big East,0
2012,regular,9,Coaches Poll,16,South Carolina,SEC,0
2012,regular,9,Coaches Poll,17,Texas Tech,Big 12,0
2012,regular,9,Coaches Poll,18,Boise State,Mountain West,0
2012,regular,9,Coaches Poll,19,Stanford,Pac-12,0
2012,regular,9,Coaches Poll,20,Michigan,Big Ten,0
2012,regular,9,Coaches Poll,21,Texas A&M,SEC,0
2012,regular,9,Coaches Poll,22,West Virginia,Big 12,0
2012,regular,9,Coaches Poll,23,Ohio,Mid-American,0
2012,regular,9,Coaches Poll,24,Texas,Big 12,0
2012,regular,9,Coaches Poll,25,Wisconsin,Big Ten,0
2012,regular,9,AFCA Division II Coaches Poll,1,CSU Pueblo,,24
2012,regular,9,AFCA Division II Coaches Poll,2,Winston-Salem,CIAA,6
2012,regular,9,AFCA Division II Coaches Poll,3,New Haven,,0
2012,regular,9,AFCA Division II Coaches Poll,4,Bloomsburg,,0
2012,regular,9,AFCA Division II Coaches Poll,5,Northwest Missouri St,,0
2012,regular,9,AFCA Division II Coaches Poll,6,Ashland,,0
2012,regular,9,AFCA Division II Coaches Poll,7,Minnesota State Mankato,,0
2012,regular,9,AFCA Division II Coaches Poll,8,Minnesota Duluth,,0
2012,regular,9,AFCA Division II Coaches Poll,9,Henderson State,,0
2012,regular,9,AFCA Division II Coaches Poll,10,Shippensburg,,0
2012,regular,9,AFCA Division II Coaches Poll,11,Midwestern State,,0
2012,regular,9,AFCA Division II Coaches Poll,12,Missouri Western,,0
2012,regular,9,AFCA Division II Coaches Poll,13,PennWest California,,0
2012,regular,9,AFCA Division II Coaches Poll,14,West Texas A&M,,0
2012,regular,9,AFCA Division II Coaches Poll,15,Emporia State University,,0
2012,regular,9,AFCA Division II Coaches Poll,16,Indiana-Pennsylvania,,0
2012,regular,9,AFCA Division II Coaches Poll,16,Washburn,,0
2012,regular,9,AFCA Division II Coaches Poll,18,Miles College,,0
2012,regular,9,AFCA Division II Coaches Poll,19,Harding University,,0
2012,regular,9,AFCA Division II Coaches Poll,20,Ouachita Baptist,,0
2012,regular,9,AFCA Division II Coaches Poll,21,Sioux Falls,,0
2012,regular,9,AFCA Division II Coaches Poll,22,Pittsburg St,,0
2012,regular,9,AFCA Division II Coaches Poll,23,Grand Valley State University,,0
2012,regular,9,AFCA Division II Coaches Poll,24,Hillsdale,,0
2012,regular,9,AFCA Division II Coaches Poll,25,University Of Charleston (WV),,0
2012,regular,10,BCS Standings,1,Alabama,SEC,0
2012,regular,10,BCS Standings,2,Kansas State,Big 12,0
2012,regular,10,BCS Standings,3,Notre Dame,FBS Independents,0
2012,regular,10,BCS Standings,4,Oregon,Pac-12,0
2012,regular,10,BCS Standings,5,LSU,SEC,0
2012,regular,10,BCS Standings,6,Georgia,SEC,0
2012,regular,10,BCS Standings,7,Florida,SEC,0
2012,regular,10,BCS Standings,8,South Carolina,SEC,0
2012,regular,10,BCS Standings,9,Florida State,ACC,0
2012,regular,10,BCS Standings,10,Louisville,Big East,0
2012,regular,10,BCS Standings,11,Oregon State,Pac-12,0
2012,regular,10,BCS Standings,12,Oklahoma,Big 12,0
2012,regular,10,BCS Standings,13,Clemson,ACC,0
2012,regular,10,BCS Standings,14,Stanford,Pac-12,0
2012,regular,10,BCS Standings,15,Mississippi State,SEC,0
2012,regular,10,BCS Standings,16,Texas A&M,SEC,0
2012,regular,10,BCS Standings,17,USC,Pac-12,0
2012,regular,10,BCS Standings,18,Texas Tech,Big 12,0
2012,regular,10,BCS Standings,19,Boise State,Mountain West,0
2012,regular,10,BCS Standings,20,Nebraska,Big Ten,0
2012,regular,10,BCS Standings,21,West Virginia,Big 12,0
2012,regular,10,BCS Standings,22,Arizona,Pac-12,0
2012,regular,10,BCS Standings,23,Texas,Big 12,0
2012,regular,10,BCS Standings,24,Oklahoma State,Big 12,0
2012,regular,10,BCS Standings,25,Louisiana Tech,Western Athletic,0
2012,regular,10,AP Top 25,1,Alabama,SEC,60
2012,regular,10,AP Top 25,2,Oregon,Pac-12,0
2012,regular,10,AP Top 25,3,Kansas State,Big 12,0
2012,regular,10,AP Top 25,4,Notre Dame,FBS Independents,0
2012,regular,10,AP Top 25,5,LSU,SEC,0
2012,regular,10,AP Top 25,6,Ohio State,Big Ten,0
2012,regular,10,AP Top 25,7,Georgia,SEC,0
2012,regular,10,AP Top 25,8,Florida,SEC,0
2012,regular,10,AP Top 25,9,Florida State,ACC,0
2012,regular,10,AP Top 25,10,Clemson,ACC,0
2012,regular,10,AP Top 25,11,South Carolina,SEC,0
2012,regular,10,AP Top 25,12,Louisville,Big East,0
2012,regular,10,AP Top 25,13,Oregon State,Pac-12,0
2012,regular,10,AP Top 25,14,Oklahoma,Big 12,0
2012,regular,10,AP Top 25,15,Stanford,Pac-12,0
2012,regular,10,AP Top 25,16,Texas A&M,SEC,0
2012,regular,10,AP Top 25,17,Mississippi State,SEC,0
2012,regular,10,AP Top 25,18,USC,Pac-12,0
2012,regular,10,AP Top 25,19,Boise State,Mountain West,0
2012,regular,10,AP Top 25,20,Texas Tech,Big 12,0
2012,regular,10,AP Top 25,21,Nebraska,Big Ten,0
2012,regular,10,AP Top 25,22,Louisiana Tech,Western Athletic,0
2012,regular,10,AP Top 25,23,West Virginia,Big 12,0
2012,regular,10,AP Top 25,24,Arizona,Pac-12,0
2012,regular,10,AP Top 25,25,UCLA,Pac-12,0
2012,regular,10,Coaches Poll,1,Alabama,SEC,59
2012,regular,10,Coaches Poll,2,Oregon,Pac-12,0
2012,regular,10,Coaches Poll,3,Kansas State,Big 12,0
2012,regular,10,Coaches Poll,4,Notre Dame,FBS Independents,0
2012,regular,10,Coaches Poll,5,LSU,SEC,0
2012,regular,10,Coaches Poll,6,Georgia,SEC,0
2012,regular,10,Coaches Poll,7,Florida State,ACC,0
2012,regular,10,Coaches Poll,8,Florida,SEC,0
2012,regular,10,Coaches Poll,9,Clemson,ACC,0
2012,regular,10,Coaches Poll,10,Louisville,Big East,0
2012,regular,10,Coaches Poll,11,South Carolina,SEC,0
2012,regular,10,Coaches Poll,12,Oklahoma,Big 12,0
2012,regular,10,Coaches Poll,13,Oregon State,Pac-12,0
2012,regular,10,Coaches Poll,14,Boise State,Mountain West,0
2012,regular,10,Coaches Poll,15,Stanford,Pac-12,0
2012,regular,10,Coaches Poll,16,Texas A&M,SEC,0
2012,regular,10,Coaches Poll,17,USC,Pac-12,0
2012,regular,10,Coaches Poll,18,Mississippi State,SEC,0
2012,regular,10,Coaches Poll,19,West Virginia,Big 12,0
2012,regular,10,Coaches Poll,20,Texas Tech,Big 12,0
2012,regular,10,Coaches Poll,21,Nebraska,Big Ten,0
2012,regular,10,Coaches Poll,22,Texas,Big 12,0
2012,regular,10,Coaches Poll,23,Louisiana Tech,Western Athletic,0
2012,regular,10,Coaches Poll,24,Oklahoma State,Big 12,0
2012,regular,10,Coaches Poll,25,Rutgers,Big East,0
2012,regular,10,AFCA Division II Coaches Poll,1,CSU Pueblo,,24
2012,regular,10,AFCA Division II Coaches Poll,2,Winston-Salem,CIAA,6
2012,regular,10,AFCA Division II Coaches Poll,3,New Haven,,0
2012,regular,10,AFCA Division II Coaches Poll,4,Northwest Missouri St,,0
2012,regular,10,AFCA Division II Coaches Poll,5,Ashland,,0
2012,regular,10,AFCA Division II Coaches Poll,6,Minnesota State Mankato,,0
2012,regular,10,AFCA Division II Coaches Poll,7,Shippensburg,,0
2012,regular,10,AFCA Division II Coaches Poll,8,Henderson State,,0
2012,regular,10,AFCA Division II Coaches Poll,9,Minnesota Duluth,,0
2012,regular,10,AFCA Division II Coaches Poll,10,Midwestern State,,0
2012,regular,10,AFCA Division II Coaches Poll,11,Missouri Western,,0
2012,regular,10,AFCA Division II Coaches Poll,12,West Texas A&M,,0
2012,regular,10,AFCA Division II Coaches Poll,13,Bloomsburg,,0
2012,regular,10,AFCA Division II Coaches Poll,14,Indiana-Pennsylvania,,0
2012,regular,10,AFCA Division II Coaches Poll,15,Miles College,,0
2012,regular,10,AFCA Division II Coaches Poll,16,Harding University,,0
2012,regular,10,AFCA Division II Coaches Poll,17,Sioux Falls,,0
2012,regular,10,AFCA Division II Coaches Poll,18,Pittsburg St,,0
2012,regular,10,AFCA Division II Coaches Poll,19,Grand Valley State University,,0
2012,regular,10,AFCA Division II Coaches Poll,20,Emporia State University,,0
2012,regular,10,AFCA Division II Coaches Poll,21,West Alabama,,0
2012,regular,10,AFCA Division II Coaches Poll,22,PennWest California,,0
2012,regular,10,AFCA Division II Coaches Poll,23,Tuskegee,,0
2012,regular,10,AFCA Division II Coaches Poll,24,Valdosta State,,0
2012,regular,10,AFCA Division II Coaches Poll,25,Washburn,,0
2012,regular,11,BCS Standings,1,Alabama,SEC,0
2012,regular,11,BCS Standings,2,Kansas State,Big 12,0
2012,regular,11,BCS Standings,3,Oregon,Pac-12,0
2012,regular,11,BCS Standings,4,Notre Dame,FBS Independents,0
2012,regular,11,BCS Standings,5,Georgia,SEC,0
2012,regular,11,BCS Standings,6,Florida,SEC,0
2012,regular,11,BCS Standings,7,LSU,SEC,0
2012,regular,11,BCS Standings,8,South Carolina,SEC,0
2012,regular,11,BCS Standings,9,Louisville,Big East,0
2012,regular,11,BCS Standings,10,Florida State,ACC,0
2012,regular,11,BCS Standings,11,Oregon State,Pac-12,0
2012,regular,11,BCS Standings,12,Oklahoma,Big 12,0
2012,regular,11,BCS Standings,13,Clemson,ACC,0
2012,regular,11,BCS Standings,14,Stanford,Pac-12,0
2012,regular,11,BCS Standings,15,Texas A&M,SEC,0
2012,regular,11,BCS Standings,16,Nebraska,Big Ten,0
2012,regular,11,BCS Standings,17,Texas,Big 12,0
2012,regular,11,BCS Standings,18,UCLA,Pac-12,0
2012,regular,11,BCS Standings,19,USC,Pac-12,0
2012,regular,11,BCS Standings,20,Louisiana Tech,Western Athletic,0
2012,regular,11,BCS Standings,21,Mississippi State,SEC,0
2012,regular,11,BCS Standings,22,Texas Tech,Big 12,0
2012,regular,11,BCS Standings,23,Rutgers,Big East,0
2012,regular,11,BCS Standings,24,Northwestern,Big Ten,0
2012,regular,11,BCS Standings,25,Toledo,Mid-American,0
2012,regular,11,AP Top 25,1,Alabama,SEC,60
2012,regular,11,AP Top 25,2,Oregon,Pac-12,0
2012,regular,11,AP Top 25,3,Kansas State,Big 12,0
2012,regular,11,AP Top 25,4,Notre Dame,FBS Independents,0
2012,regular,11,AP Top 25,5,Ohio State,Big Ten,0
2012,regular,11,AP Top 25,5,Georgia,SEC,0
2012,regular,11,AP Top 25,7,Florida,SEC,0
2012,regular,11,AP Top 25,8,Florida State,ACC,0
2012,regular,11,AP Top 25,9,LSU,SEC,0
2012,regular,11,AP Top 25,10,Clemson,ACC,0
2012,regular,11,AP Top 25,11,Louisville,Big East,0
2012,regular,11,AP Top 25,12,South Carolina,SEC,0
2012,regular,11,AP Top 25,13,Oregon State,Pac-12,0
2012,regular,11,AP Top 25,14,Oklahoma,Big 12,0
2012,regular,11,AP Top 25,15,Texas A&M,SEC,0
2012,regular,11,AP Top 25,16,Stanford,Pac-12,0
2012,regular,11,AP Top 25,17,UCLA,Pac-12,0
2012,regular,11,AP Top 25,18,Nebraska,Big Ten,0
2012,regular,11,AP Top 25,19,Texas,Big 12,0
2012,regular,11,AP Top 25,19,Louisiana Tech,Western Athletic,0
2012,regular,11,AP Top 25,21,USC,Pac-12,0
2012,regular,11,AP Top 25,22,Mississippi State,SEC,0
2012,regular,11,AP Top 25,23,Toledo,Mid-American,0
2012,regular,11,AP Top 25,24,Rutgers,Big East,0
2012,regular,11,AP Top 25,25,Texas Tech,Big 12,0
2012,regular,11,Coaches Poll,1,Alabama,SEC,59
2012,regular,11,Coaches Poll,2,Oregon,Pac-12,0
2012,regular,11,Coaches Poll,3,Kansas State,Big 12,0
2012,regular,11,Coaches Poll,4,Notre Dame,FBS Independents,0
2012,regular,11,Coaches Poll,5,Georgia,SEC,0
