season,seasontype,week,poll,rank,team,conference,firstplacevotes
2013,regular,7,AP Top 25,15,Baylor,Big 12,0
2013,regular,7,AP Top 25,16,Washington,Pac-12,0
2013,regular,7,AP Top 25,17,Florida,SEC,0
2013,regular,7,AP Top 25,18,Michigan,Big Ten,0
2013,regular,7,AP Top 25,19,Northwestern,Big Ten,0
2013,regular,7,AP Top 25,20,Texas Tech,Big 12,0
2013,regular,7,AP Top 25,21,Fresno State,Mountain West,0
2013,regular,7,AP Top 25,22,Oklahoma State,Big 12,0
2013,regular,7,AP Top 25,23,Northern Illinois,Mid-American,0
2013,regular,7,AP Top 25,24,Virginia Tech,ACC,0
2013,regular,7,AP Top 25,25,Missouri,SEC,0
2013,regular,7,Coaches Poll,1,Alabama,SEC,57
2013,regular,7,Coaches Poll,2,Oregon,Pac-12,4
2013,regular,7,Coaches Poll,3,Ohio State,Big Ten,0
2013,regular,7,Coaches Poll,4,Clemson,ACC,1
2013,regular,7,Coaches Poll,5,Stanford,Pac-12,0
2013,regular,7,Coaches Poll,6,Florida State,ACC,0
2013,regular,7,Coaches Poll,7,Georgia,SEC,0
2013,regular,7,Coaches Poll,8,Louisville,American Athletic,0
2013,regular,7,Coaches Poll,9,Texas A&M,SEC,0
2013,regular,7,Coaches Poll,10,Oklahoma,Big 12,0
2013,regular,7,Coaches Poll,11,LSU,SEC,0
2013,regular,7,Coaches Poll,12,South Carolina,SEC,0
2013,regular,7,Coaches Poll,13,UCLA,Pac-12,0
2013,regular,7,Coaches Poll,14,Miami,ACC,0
2013,regular,7,Coaches Poll,15,Baylor,Big 12,0
2013,regular,7,Coaches Poll,16,Michigan,Big Ten,0
2013,regular,7,Coaches Poll,17,Florida,SEC,0
2013,regular,7,Coaches Poll,18,Northwestern,Big Ten,0
2013,regular,7,Coaches Poll,19,Washington,Pac-12,0
2013,regular,7,Coaches Poll,20,Oklahoma State,Big 12,0
2013,regular,7,Coaches Poll,21,Texas Tech,Big 12,0
2013,regular,7,Coaches Poll,22,Fresno State,Mountain West,0
2013,regular,7,Coaches Poll,23,Northern Illinois,Mid-American,0
2013,regular,7,Coaches Poll,24,Nebraska,Big Ten,0
2013,regular,7,Coaches Poll,25,Virginia Tech,ACC,0
2013,regular,7,AFCA Division II Coaches Poll,1,Valdosta State,,28
2013,regular,7,AFCA Division II Coaches Poll,2,Minnesota State Mankato,,2
2013,regular,7,AFCA Division II Coaches Poll,3,Northwest Missouri St,,0
2013,regular,7,AFCA Division II Coaches Poll,4,West Texas A&M,,1
2013,regular,7,AFCA Division II Coaches Poll,5,CSU Pueblo,,1
2013,regular,7,AFCA Division II Coaches Poll,6,Missouri Western,,0
2013,regular,7,AFCA Division II Coaches Poll,7,Indiana-Pennsylvania,,0
2013,regular,7,AFCA Division II Coaches Poll,8,Henderson State,,0
2013,regular,7,AFCA Division II Coaches Poll,9,Bloomsburg,,0
2013,regular,7,AFCA Division II Coaches Poll,10,Pittsburg St,,0
2013,regular,7,AFCA Division II Coaches Poll,11,Minnesota Duluth,,0
2013,regular,7,AFCA Division II Coaches Poll,12,Shepherd,,0
2013,regular,7,AFCA Division II Coaches Poll,13,UNC Pembroke,,0
2013,regular,7,AFCA Division II Coaches Poll,14,West Alabama,,0
2013,regular,7,AFCA Division II Coaches Poll,15,Washburn,,0
2013,regular,7,AFCA Division II Coaches Poll,16,Winston-Salem,CIAA,0
2013,regular,7,AFCA Division II Coaches Poll,17,West Chester,,0
2013,regular,7,AFCA Division II Coaches Poll,18,Carson-Newman College,,0
2013,regular,7,AFCA Division II Coaches Poll,19,Chadron St,,0
2013,regular,7,AFCA Division II Coaches Poll,20,Ohio Dominican,,0
2013,regular,7,AFCA Division II Coaches Poll,21,Indianapolis,,0
2013,regular,7,AFCA Division II Coaches Poll,21,Tarleton State,,0
2013,regular,7,AFCA Division II Coaches Poll,23,Emporia State University,,0
2013,regular,7,AFCA Division II Coaches Poll,24,Grand Valley State University,,0
2013,regular,7,AFCA Division II Coaches Poll,25,Midwestern State,,0
2013,regular,8,AP Top 25,1,Alabama,SEC,55
2013,regular,8,AP Top 25,2,Oregon,Pac-12,5
2013,regular,8,AP Top 25,3,Clemson,ACC,0
2013,regular,8,AP Top 25,4,Ohio State,Big Ten,0
2013,regular,8,AP Top 25,5,Florida State,ACC,0
2013,regular,8,AP Top 25,6,LSU,SEC,0
2013,regular,8,AP Top 25,7,Texas A&M,SEC,0
2013,regular,8,AP Top 25,8,Louisville,American Athletic,0
2013,regular,8,AP Top 25,9,UCLA,Pac-12,0
2013,regular,8,AP Top 25,10,Miami,ACC,0
2013,regular,8,AP Top 25,11,South Carolina,SEC,0
2013,regular,8,AP Top 25,12,Baylor,Big 12,0
2013,regular,8,AP Top 25,13,Stanford,Pac-12,0
2013,regular,8,AP Top 25,14,Missouri,SEC,0
2013,regular,8,AP Top 25,15,Georgia,SEC,0
2013,regular,8,AP Top 25,16,Texas Tech,Big 12,0
2013,regular,8,AP Top 25,17,Fresno State,Mountain West,0
2013,regular,8,AP Top 25,18,Oklahoma,Big 12,0
2013,regular,8,AP Top 25,19,Virginia Tech,ACC,0
2013,regular,8,AP Top 25,20,Washington,Pac-12,0
2013,regular,8,AP Top 25,21,Oklahoma State,Big 12,0
2013,regular,8,AP Top 25,22,Florida,SEC,0
2013,regular,8,AP Top 25,23,Northern Illinois,Mid-American,0
2013,regular,8,AP Top 25,24,Auburn,SEC,0
2013,regular,8,AP Top 25,25,Wisconsin,Big Ten,0
2013,regular,8,Coaches Poll,1,Alabama,SEC,58
2013,regular,8,Coaches Poll,2,Oregon,Pac-12,3
2013,regular,8,Coaches Poll,3,Ohio State,Big Ten,0
2013,regular,8,Coaches Poll,4,Clemson,ACC,1
2013,regular,8,Coaches Poll,5,Florida State,ACC,0
2013,regular,8,Coaches Poll,6,Louisville,American Athletic,0
2013,regular,8,Coaches Poll,7,Texas A&M,SEC,0
2013,regular,8,Coaches Poll,8,LSU,SEC,0
2013,regular,8,Coaches Poll,9,South Carolina,SEC,0
2013,regular,8,Coaches Poll,10,UCLA,Pac-12,0
2013,regular,8,Coaches Poll,11,Miami,ACC,0
2013,regular,8,Coaches Poll,12,Baylor,Big 12,0
2013,regular,8,Coaches Poll,13,Stanford,Pac-12,0
2013,regular,8,Coaches Poll,14,Missouri,SEC,0
2013,regular,8,Coaches Poll,15,Texas Tech,Big 12,0
2013,regular,8,Coaches Poll,16,Georgia,SEC,0
2013,regular,8,Coaches Poll,17,Oklahoma State,Big 12,0
2013,regular,8,Coaches Poll,18,Oklahoma,Big 12,0
2013,regular,8,Coaches Poll,19,Fresno State,Mountain West,0
2013,regular,8,Coaches Poll,20,Virginia Tech,ACC,0
2013,regular,8,Coaches Poll,21,Nebraska,Big Ten,0
2013,regular,8,Coaches Poll,22,Florida,SEC,0
2013,regular,8,Coaches Poll,23,Northern Illinois,Mid-American,0
2013,regular,8,Coaches Poll,24,Michigan,Big Ten,0
2013,regular,8,Coaches Poll,25,Washington,Pac-12,0
2013,regular,8,AFCA Division II Coaches Poll,1,Minnesota State Mankato,,26
2013,regular,8,AFCA Division II Coaches Poll,2,Northwest Missouri St,,4
2013,regular,8,AFCA Division II Coaches Poll,3,CSU Pueblo,,1
2013,regular,8,AFCA Division II Coaches Poll,4,Missouri Western,,1
2013,regular,8,AFCA Division II Coaches Poll,5,Henderson State,,0
2013,regular,8,AFCA Division II Coaches Poll,6,Bloomsburg,,0
2013,regular,8,AFCA Division II Coaches Poll,7,Pittsburg St,,0
2013,regular,8,AFCA Division II Coaches Poll,8,West Alabama,,0
2013,regular,8,AFCA Division II Coaches Poll,9,Minnesota Duluth,,0
2013,regular,8,AFCA Division II Coaches Poll,10,UNC Pembroke,,0
2013,regular,8,AFCA Division II Coaches Poll,11,Shepherd,,0
2013,regular,8,AFCA Division II Coaches Poll,12,Valdosta State,,0
2013,regular,8,AFCA Division II Coaches Poll,13,Washburn,,0
2013,regular,8,AFCA Division II Coaches Poll,14,Tarleton State,,0
2013,regular,8,AFCA Division II Coaches Poll,15,West Chester,,0
2013,regular,8,AFCA Division II Coaches Poll,16,Winston-Salem,CIAA,0
2013,regular,8,AFCA Division II Coaches Poll,17,West Texas A&M,,0
2013,regular,8,AFCA Division II Coaches Poll,18,Ohio Dominican,,0
2013,regular,8,AFCA Division II Coaches Poll,19,Carson-Newman College,,0
2013,regular,8,AFCA Division II Coaches Poll,20,Emporia State University,,0
2013,regular,8,AFCA Division II Coaches Poll,21,Indianapolis,,0
2013,regular,8,AFCA Division II Coaches Poll,22,Indiana-Pennsylvania,,0
2013,regular,8,AFCA Division II Coaches Poll,23,Newberry,,0
2013,regular,8,AFCA Division II Coaches Poll,24,Midwestern State,,0
2013,regular,8,AFCA Division II Coaches Poll,25,St. Cloud State,,0
2013,regular,9,BCS Standings,1,Alabama,SEC,0
2013,regular,9,BCS Standings,2,Florida State,ACC,0
2013,regular,9,BCS Standings,3,Oregon,Pac-12,0
2013,regular,9,BCS Standings,4,Ohio State,Big Ten,0
2013,regular,9,BCS Standings,5,Missouri,SEC,0
2013,regular,9,BCS Standings,6,Stanford,Pac-12,0
2013,regular,9,BCS Standings,7,Miami,ACC,0
2013,regular,9,BCS Standings,8,Baylor,Big 12,0
2013,regular,9,BCS Standings,9,Clemson,ACC,0
2013,regular,9,BCS Standings,10,Texas Tech,Big 12,0
2013,regular,9,BCS Standings,11,Auburn,SEC,0
2013,regular,9,BCS Standings,12,UCLA,Pac-12,0
2013,regular,9,BCS Standings,13,LSU,SEC,0
2013,regular,9,BCS Standings,14,Virginia Tech,ACC,0
2013,regular,9,BCS Standings,15,Oklahoma,Big 12,0
2013,regular,9,BCS Standings,16,Texas A&M,SEC,0
2013,regular,9,BCS Standings,17,Fresno State,Mountain West,0
2013,regular,9,BCS Standings,18,Northern Illinois,Mid-American,0
2013,regular,9,BCS Standings,19,Oklahoma State,Big 12,0
2013,regular,9,BCS Standings,20,Louisville,American Athletic,0
2013,regular,9,BCS Standings,21,South Carolina,SEC,0
2013,regular,9,BCS Standings,22,Michigan,Big Ten,0
2013,regular,9,BCS Standings,23,UCF,American Athletic,0
2013,regular,9,BCS Standings,24,Nebraska,Big Ten,0
2013,regular,9,BCS Standings,25,Oregon State,Pac-12,0
2013,regular,9,AP Top 25,1,Alabama,SEC,55
2013,regular,9,AP Top 25,2,Oregon,Pac-12,3
2013,regular,9,AP Top 25,3,Florida State,ACC,2
2013,regular,9,AP Top 25,4,Ohio State,Big Ten,0
2013,regular,9,AP Top 25,5,Missouri,SEC,0
2013,regular,9,AP Top 25,6,Baylor,Big 12,0
2013,regular,9,AP Top 25,7,Miami,ACC,0
2013,regular,9,AP Top 25,8,Stanford,Pac-12,0
2013,regular,9,AP Top 25,9,Clemson,ACC,0
2013,regular,9,AP Top 25,10,Texas Tech,Big 12,0
2013,regular,9,AP Top 25,11,Auburn,SEC,0
2013,regular,9,AP Top 25,12,UCLA,Pac-12,0
2013,regular,9,AP Top 25,13,LSU,SEC,0
2013,regular,9,AP Top 25,14,Texas A&M,SEC,0
2013,regular,9,AP Top 25,15,Fresno State,Mountain West,0
2013,regular,9,AP Top 25,16,Virginia Tech,ACC,0
2013,regular,9,AP Top 25,17,Oklahoma,Big 12,0
2013,regular,9,AP Top 25,18,Louisville,American Athletic,0
2013,regular,9,AP Top 25,19,Oklahoma State,Big 12,0
2013,regular,9,AP Top 25,20,South Carolina,SEC,0
2013,regular,9,AP Top 25,21,UCF,American Athletic,0
2013,regular,9,AP Top 25,22,Wisconsin,Big Ten,0
2013,regular,9,AP Top 25,23,Northern Illinois,Mid-American,0
2013,regular,9,AP Top 25,24,Michigan,Big Ten,0
2013,regular,9,AP Top 25,25,Nebraska,Big Ten,0
2013,regular,9,Coaches Poll,1,Alabama,SEC,57
2013,regular,9,Coaches Poll,2,Oregon,Pac-12,4
2013,regular,9,Coaches Poll,3,Florida State,ACC,1
2013,regular,9,Coaches Poll,4,Ohio State,Big Ten,0
2013,regular,9,Coaches Poll,5,Baylor,Big 12,0
2013,regular,9,Coaches Poll,6,Miami,ACC,0
2013,regular,9,Coaches Poll,7,Missouri,SEC,0
2013,regular,9,Coaches Poll,8,Stanford,Pac-12,0
2013,regular,9,Coaches Poll,9,Texas Tech,Big 12,0
2013,regular,9,Coaches Poll,10,Clemson,ACC,0
2013,regular,9,Coaches Poll,11,UCLA,Pac-12,0
2013,regular,9,Coaches Poll,12,Oklahoma,Big 12,0
2013,regular,9,Coaches Poll,13,Oklahoma State,Big 12,0
2013,regular,9,Coaches Poll,13,LSU,SEC,0
2013,regular,9,Coaches Poll,15,Texas A&M,SEC,0
2013,regular,9,Coaches Poll,16,Louisville,American Athletic,0
2013,regular,9,Coaches Poll,17,Auburn,SEC,0
2013,regular,9,Coaches Poll,18,Fresno State,Mountain West,0
2013,regular,9,Coaches Poll,19,Virginia Tech,ACC,0
2013,regular,9,Coaches Poll,20,South Carolina,SEC,0
2013,regular,9,Coaches Poll,21,Nebraska,Big Ten,0
2013,regular,9,Coaches Poll,22,Northern Illinois,Mid-American,0
2013,regular,9,Coaches Poll,23,Michigan,Big Ten,0
2013,regular,9,Coaches Poll,24,Wisconsin,Big Ten,0
2013,regular,9,Coaches Poll,25,UCF,American Athletic,0
2013,regular,9,AFCA Division II Coaches Poll,1,Minnesota State Mankato,,25
2013,regular,9,AFCA Division II Coaches Poll,2,Northwest Missouri St,,7
2013,regular,9,AFCA Division II Coaches Poll,3,CSU Pueblo,,0
2013,regular,9,AFCA Division II Coaches Poll,4,Missouri Western,,0
2013,regular,9,AFCA Division II Coaches Poll,5,Henderson State,,0
2013,regular,9,AFCA Division II Coaches Poll,6,Bloomsburg,,0
2013,regular,9,AFCA Division II Coaches Poll,7,Minnesota Duluth,,0
2013,regular,9,AFCA Division II Coaches Poll,8,UNC Pembroke,,0
2013,regular,9,AFCA Division II Coaches Poll,9,Shepherd,,0
2013,regular,9,AFCA Division II Coaches Poll,10,Washburn,,0
2013,regular,9,AFCA Division II Coaches Poll,11,Valdosta State,,0
2013,regular,9,AFCA Division II Coaches Poll,12,Pittsburg St,,0
2013,regular,9,AFCA Division II Coaches Poll,13,West Chester,,0
2013,regular,9,AFCA Division II Coaches Poll,14,Ohio Dominican,,0
2013,regular,9,AFCA Division II Coaches Poll,15,Winston-Salem,CIAA,0
2013,regular,9,AFCA Division II Coaches Poll,16,West Texas A&M,,0
2013,regular,9,AFCA Division II Coaches Poll,17,Emporia State University,,0
2013,regular,9,AFCA Division II Coaches Poll,18,Midwestern State,,0
2013,regular,9,AFCA Division II Coaches Poll,18,Carson-Newman College,,0
2013,regular,9,AFCA Division II Coaches Poll,20,Indianapolis,,0
2013,regular,9,AFCA Division II Coaches Poll,21,West Alabama,,0
2013,regular,9,AFCA Division II Coaches Poll,22,St. Cloud State,,0
2013,regular,9,AFCA Division II Coaches Poll,23,Tarleton State,,0
2013,regular,9,AFCA Division II Coaches Poll,24,Lenoir-Rhyne,,0
2013,regular,9,AFCA Division II Coaches Poll,25,Saginaw Valley State,,0
2013,regular,10,BCS Standings,1,Alabama,SEC,0
2013,regular,10,BCS Standings,2,Oregon,Pac-12,0
2013,regular,10,BCS Standings,3,Florida State,ACC,0
2013,regular,10,BCS Standings,4,Ohio State,Big Ten,0
2013,regular,10,BCS Standings,5,Stanford,Pac-12,0
2013,regular,10,BCS Standings,6,Baylor,Big 12,0
2013,regular,10,BCS Standings,7,Miami,ACC,0
2013,regular,10,BCS Standings,8,Clemson,ACC,0
2013,regular,10,BCS Standings,9,Missouri,SEC,0
2013,regular,10,BCS Standings,10,Oklahoma,Big 12,0
2013,regular,10,BCS Standings,11,Auburn,SEC,0
2013,regular,10,BCS Standings,12,Texas A&M,SEC,0
2013,regular,10,BCS Standings,13,LSU,SEC,0
2013,regular,10,BCS Standings,14,South Carolina,SEC,0
2013,regular,10,BCS Standings,15,Texas Tech,Big 12,0
2013,regular,10,BCS Standings,16,Fresno State,Mountain West,0
2013,regular,10,BCS Standings,17,Northern Illinois,Mid-American,0
2013,regular,10,BCS Standings,18,Oklahoma State,Big 12,0
2013,regular,10,BCS Standings,19,Louisville,American Athletic,0
2013,regular,10,BCS Standings,20,UCLA,Pac-12,0
2013,regular,10,BCS Standings,21,Michigan,Big Ten,0
2013,regular,10,BCS Standings,22,Michigan State,Big Ten,0
2013,regular,10,BCS Standings,23,UCF,American Athletic,0
2013,regular,10,BCS Standings,24,Wisconsin,Big Ten,0
2013,regular,10,BCS Standings,25,Notre Dame,FBS Independents,0
2013,regular,10,AP Top 25,1,Alabama,SEC,55
2013,regular,10,AP Top 25,2,Oregon,Pac-12,3
2013,regular,10,AP Top 25,3,Florida State,ACC,2
2013,regular,10,AP Top 25,4,Ohio State,Big Ten,0
2013,regular,10,AP Top 25,5,Baylor,Big 12,0
2013,regular,10,AP Top 25,6,Stanford,Pac-12,0
2013,regular,10,AP Top 25,7,Miami,ACC,0
2013,regular,10,AP Top 25,8,Auburn,SEC,0
2013,regular,10,AP Top 25,9,Clemson,ACC,0
2013,regular,10,AP Top 25,10,Missouri,SEC,0
2013,regular,10,AP Top 25,11,LSU,SEC,0
2013,regular,10,AP Top 25,12,Texas A&M,SEC,0
2013,regular,10,AP Top 25,13,Oklahoma,Big 12,0
2013,regular,10,AP Top 25,14,South Carolina,SEC,0
2013,regular,10,AP Top 25,15,Texas Tech,Big 12,0
2013,regular,10,AP Top 25,16,Fresno State,Mountain West,0
2013,regular,10,AP Top 25,17,UCLA,Pac-12,0
2013,regular,10,AP Top 25,18,Oklahoma State,Big 12,0
2013,regular,10,AP Top 25,19,UCF,American Athletic,0
2013,regular,10,AP Top 25,20,Louisville,American Athletic,0
2013,regular,10,AP Top 25,21,Northern Illinois,Mid-American,0
2013,regular,10,AP Top 25,22,Wisconsin,Big Ten,0
2013,regular,10,AP Top 25,23,Michigan,Big Ten,0
2013,regular,10,AP Top 25,24,Michigan State,Big Ten,0
2013,regular,10,AP Top 25,25,Arizona State,Pac-12,0
2013,regular,10,Coaches Poll,1,Alabama,SEC,56
2013,regular,10,Coaches Poll,2,Oregon,Pac-12,6
2013,regular,10,Coaches Poll,3,Florida State,ACC,0
2013,regular,10,Coaches Poll,4,Ohio State,Big Ten,0
2013,regular,10,Coaches Poll,5,Baylor,Big 12,0
2013,regular,10,Coaches Poll,6,Miami,ACC,0
2013,regular,10,Coaches Poll,7,Stanford,Pac-12,0
2013,regular,10,Coaches Poll,8,Clemson,ACC,0
2013,regular,10,Coaches Poll,9,Oklahoma,Big 12,0
2013,regular,10,Coaches Poll,10,Missouri,SEC,0
2013,regular,10,Coaches Poll,11,Auburn,SEC,0
2013,regular,10,Coaches Poll,12,Oklahoma State,Big 12,0
2013,regular,10,Coaches Poll,13,LSU,SEC,0
2013,regular,10,Coaches Poll,14,Texas A&M,SEC,0
2013,regular,10,Coaches Poll,15,Texas Tech,Big 12,0
2013,regular,10,Coaches Poll,16,South Carolina,SEC,0
2013,regular,10,Coaches Poll,17,Louisville,American Athletic,0
2013,regular,10,Coaches Poll,18,Fresno State,Mountain West,0
2013,regular,10,Coaches Poll,19,UCLA,Pac-12,0
2013,regular,10,Coaches Poll,20,Northern Illinois,Mid-American,0
2013,regular,10,Coaches Poll,21,Michigan,Big Ten,0
2013,regular,10,Coaches Poll,22,UCF,American Athletic,0
2013,regular,10,Coaches Poll,23,Wisconsin,Big Ten,0
2013,regular,10,Coaches Poll,24,Michigan State,Big Ten,0
2013,regular,10,Coaches Poll,25,Notre Dame,FBS Independents,0
2013,regular,10,AFCA Division II Coaches Poll,1,Minnesota State Mankato,,25
2013,regular,10,AFCA Division II Coaches Poll,2,Northwest Missouri St,,7
2013,regular,10,AFCA Division II Coaches Poll,3,CSU Pueblo,,0
2013,regular,10,AFCA Division II Coaches Poll,4,Henderson State,,0
2013,regular,10,AFCA Division II Coaches Poll,5,Bloomsburg,,0
2013,regular,10,AFCA Division II Coaches Poll,6,Minnesota Duluth,,0
2013,regular,10,AFCA Division II Coaches Poll,7,Pittsburg St,,0
2013,regular,10,AFCA Division II Coaches Poll,8,Washburn,,0
2013,regular,10,AFCA Division II Coaches Poll,9,Shepherd,,0
2013,regular,10,AFCA Division II Coaches Poll,10,West Chester,,0
2013,regular,10,AFCA Division II Coaches Poll,11,Ohio Dominican,,0
2013,regular,10,AFCA Division II Coaches Poll,12,Missouri Western,,0
2013,regular,10,AFCA Division II Coaches Poll,13,Winston-Salem,CIAA,0
2013,regular,10,AFCA Division II Coaches Poll,14,Emporia State University,,0
2013,regular,10,AFCA Division II Coaches Poll,15,West Texas A&M,,0
2013,regular,10,AFCA Division II Coaches Poll,16,Carson-Newman College,,0
2013,regular,10,AFCA Division II Coaches Poll,17,Midwestern State,,0
2013,regular,10,AFCA Division II Coaches Poll,18,Indianapolis,,0
2013,regular,10,AFCA Division II Coaches Poll,19,UNC Pembroke,,0
2013,regular,10,AFCA Division II Coaches Poll,20,West Alabama,,0
2013,regular,10,AFCA Division II Coaches Poll,21,St. Cloud State,,0
2013,regular,10,AFCA Division II Coaches Poll,22,Lenoir-Rhyne,,0
2013,regular,10,AFCA Division II Coaches Poll,23,Saginaw Valley State,,0
2013,regular,10,AFCA Division II Coaches Poll,24,Slippery Rock,,0
2013,regular,10,AFCA Division II Coaches Poll,25,Newberry,,0
2013,regular,11,BCS Standings,1,Alabama,SEC,0
2013,regular,11,BCS Standings,2,Florida State,ACC,0
2013,regular,11,BCS Standings,3,Oregon,Pac-12,0
2013,regular,11,BCS Standings,4,Ohio State,Big Ten,0
2013,regular,11,BCS Standings,5,Stanford,Pac-12,0
2013,regular,11,BCS Standings,6,Baylor,Big 12,0
2013,regular,11,BCS Standings,7,Clemson,ACC,0
2013,regular,11,BCS Standings,8,Missouri,SEC,0
2013,regular,11,BCS Standings,9,Auburn,SEC,0
2013,regular,11,BCS Standings,10,Oklahoma,Big 12,0
2013,regular,11,BCS Standings,11,Miami,ACC,0
2013,regular,11,BCS Standings,12,South Carolina,SEC,0
2013,regular,11,BCS Standings,13,LSU,SEC,0
2013,regular,11,BCS Standings,14,Oklahoma State,Big 12,0
2013,regular,11,BCS Standings,15,Texas A&M,SEC,0
2013,regular,11,BCS Standings,16,Fresno State,Mountain West,0
2013,regular,11,BCS Standings,17,Michigan State,Big Ten,0
2013,regular,11,BCS Standings,18,Northern Illinois,Mid-American,0
2013,regular,11,BCS Standings,19,UCLA,Pac-12,0
2013,regular,11,BCS Standings,20,Louisville,American Athletic,0
2013,regular,11,BCS Standings,21,UCF,American Athletic,0
2013,regular,11,BCS Standings,22,Arizona State,Pac-12,0
2013,regular,11,BCS Standings,23,Notre Dame,FBS Independents,0
2013,regular,11,BCS Standings,24,Wisconsin,Big Ten,0
2013,regular,11,BCS Standings,25,Texas Tech,Big 12,0
2013,regular,11,AP Top 25,1,Alabama,SEC,52
2013,regular,11,AP Top 25,2,Oregon,Pac-12,2
2013,regular,11,AP Top 25,3,Florida State,ACC,6
2013,regular,11,AP Top 25,4,Ohio State,Big Ten,0
2013,regular,11,AP Top 25,5,Baylor,Big 12,0
2013,regular,11,AP Top 25,6,Stanford,Pac-12,0
2013,regular,11,AP Top 25,7,Auburn,SEC,0
2013,regular,11,AP Top 25,8,Clemson,ACC,0
2013,regular,11,AP Top 25,9,Missouri,SEC,0
2013,regular,11,AP Top 25,10,LSU,SEC,0
2013,regular,11,AP Top 25,11,Texas A&M,SEC,0
2013,regular,11,AP Top 25,12,Oklahoma,Big 12,0
2013,regular,11,AP Top 25,13,South Carolina,SEC,0
2013,regular,11,AP Top 25,14,Miami,ACC,0
2013,regular,11,AP Top 25,15,Oklahoma State,Big 12,0
2013,regular,11,AP Top 25,16,UCLA,Pac-12,0
2013,regular,11,AP Top 25,17,Fresno State,Mountain West,0
2013,regular,11,AP Top 25,18,Michigan State,Big Ten,0
2013,regular,11,AP Top 25,19,UCF,American Athletic,0
2013,regular,11,AP Top 25,20,Louisville,American Athletic,0
2013,regular,11,AP Top 25,21,Wisconsin,Big Ten,0
2013,regular,11,AP Top 25,22,Northern Illinois,Mid-American,0
2013,regular,11,AP Top 25,23,Arizona State,Pac-12,0
2013,regular,11,AP Top 25,24,Notre Dame,FBS Independents,0
2013,regular,11,AP Top 25,25,Texas Tech,Big 12,0
2013,regular,11,Coaches Poll,1,Alabama,SEC,54
2013,regular,11,Coaches Poll,2,Oregon,Pac-12,5
2013,regular,11,Coaches Poll,3,Florida State,ACC,3
2013,regular,11,Coaches Poll,4,Ohio State,Big Ten,0
2013,regular,11,Coaches Poll,5,Baylor,Big 12,0
2013,regular,11,Coaches Poll,6,Stanford,Pac-12,0
2013,regular,11,Coaches Poll,7,Clemson,ACC,0
2013,regular,11,Coaches Poll,8,Oklahoma,Big 12,0
2013,regular,11,Coaches Poll,9,Missouri,SEC,0
2013,regular,11,Coaches Poll,10,Auburn,SEC,0
2013,regular,11,Coaches Poll,11,Oklahoma State,Big 12,0
2013,regular,11,Coaches Poll,12,LSU,SEC,0
2013,regular,11,Coaches Poll,13,Texas A&M,SEC,0
2013,regular,11,Coaches Poll,14,Miami,ACC,0
2013,regular,11,Coaches Poll,15,South Carolina,SEC,0
2013,regular,11,Coaches Poll,16,Louisville,American Athletic,0
2013,regular,11,Coaches Poll,17,Fresno State,Mountain West,0
2013,regular,11,Coaches Poll,18,UCLA,Pac-12,0
2013,regular,11,Coaches Poll,19,Michigan State,Big Ten,0
2013,regular,11,Coaches Poll,20,Northern Illinois,Mid-American,0
2013,regular,11,Coaches Poll,21,UCF,American Athletic,0
2013,regular,11,Coaches Poll,22,Wisconsin,Big Ten,0
2013,regular,11,Coaches Poll,23,Texas Tech,Big 12,0
2013,regular,11,Coaches Poll,24,Arizona State,Pac-12,0
2013,regular,11,Coaches Poll,25,Notre Dame,FBS Independents,0
2013,regular,11,AFCA Division II Coaches Poll,1,Minnesota State Mankato,,22
2013,regular,11,AFCA Division II Coaches Poll,2,Northwest Missouri St,,9
2013,regular,11,AFCA Division II Coaches Poll,3,CSU Pueblo,,1
2013,regular,11,AFCA Division II Coaches Poll,4,Henderson State,,0
2013,regular,11,AFCA Division II Coaches Poll,5,Minnesota Duluth,,0
2013,regular,11,AFCA Division II Coaches Poll,6,Pittsburg St,,0
2013,regular,11,AFCA Division II Coaches Poll,7,Shepherd,,0
2013,regular,11,AFCA Division II Coaches Poll,8,West Chester,,0
2013,regular,11,AFCA Division II Coaches Poll,9,Ohio Dominican,,0
2013,regular,11,AFCA Division II Coaches Poll,10,Emporia State University,,0
2013,regular,11,AFCA Division II Coaches Poll,11,Winston-Salem,CIAA,0
2013,regular,11,AFCA Division II Coaches Poll,12,Midwestern State,,0
2013,regular,11,AFCA Division II Coaches Poll,13,Indianapolis,,0
2013,regular,11,AFCA Division II Coaches Poll,14,UNC Pembroke,,0
2013,regular,11,AFCA Division II Coaches Poll,15,Washburn,,0
2013,regular,11,AFCA Division II Coaches Poll,16,Bloomsburg,,0
2013,regular,11,AFCA Division II Coaches Poll,17,St. Cloud State,,0
2013,regular,11,AFCA Division II Coaches Poll,18,Lenoir-Rhyne,,0
2013,regular,11,AFCA Division II Coaches Poll,19,Saginaw Valley State,,0
2013,regular,11,AFCA Division II Coaches Poll,20,Slippery Rock,,0
2013,regular,11,AFCA Division II Coaches Poll,21,Newberry,,0
2013,regular,11,AFCA Division II Coaches Poll,22,Missouri Western,,0
2013,regular,11,AFCA Division II Coaches Poll,23,Tuskegee,,0
2013,regular,11,AFCA Division II Coaches Poll,24,North Alabama,,0
2013,regular,11,AFCA Division II Coaches Poll,25,Carson-Newman College,,0
2013,regular,11,AFCA Division II Coaches Poll,25,Virginia St,,0
2013,regular,12,BCS Standings,1,Alabama,SEC,0
